"date","poll","unit","region_id","process_id","source","timezone","value","region_name","country"
2020-05-24,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",17.4314403293918,"Berlin","DE"
2020-05-23,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",15.230855565728,"Berlin","DE"
2020-05-22,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",20.3902004043004,"Berlin","DE"
2020-05-21,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",14.799934844021,"Berlin","DE"
2020-05-20,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",15.7784007216519,"Berlin","DE"
2020-05-19,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",24.6296865808406,"Berlin","DE"
2020-05-18,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",27.4667432730851,"Berlin","DE"
2020-05-17,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.0666997836502,"Berlin","DE"
2020-05-16,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",16.3798233594405,"Berlin","DE"
2020-05-15,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",18.4262359102044,"Berlin","DE"
2020-05-14,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",16.2165944711742,"Berlin","DE"
2020-05-13,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.4317547124895,"Berlin","DE"
2020-05-12,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",20.6184528955377,"Berlin","DE"
2020-05-11,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.0820556206812,"Berlin","DE"
2020-05-10,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",14.9923816393954,"Berlin","DE"
2020-05-09,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",18.7488944314756,"Berlin","DE"
2020-05-08,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",20.4103154891487,"Berlin","DE"
2020-05-07,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",24.2604782689258,"Berlin","DE"
2020-05-06,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",23.9402093011616,"Berlin","DE"
2020-05-05,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.1745563402903,"Berlin","DE"
2020-05-04,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",20.8579379632871,"Berlin","DE"
